,file,context
0,0071_0073,"ßon, Johan Månßon, Jacob Grelßon och Matt Jatin. Framträdde een Corporals hustru Margreta Hindrichß Dotter benämdh, anklagandes Brita Hinrichsdotter huru såsom hon war af henne för een Tysk skylter. Denna B"
1,0071_0073,"dh Ordinarie Rådhstugu dagh, och uthi Borgmestare och Rådznärwarelße Prosequerade Margreta Hinrichs dotter sin anklagan, och producerade samma Soldat som Brita sigh på tillförene hadhe beropat, hwilcken af "
2,0076_0078,"ans Rieck - Michel Duster, Jacob Grelßon Johan Månsson. och Matt Jatinen Framstegh Magdalena Anders dotter sigh beswära des öfwer een hustru, Sophia Anderdotter be:te huru såsom hon, uthi hennes frånwaro me"
3,0076_0078,"t i pant som Kährande, Sophiam skyldigh war för en tun- folcks Särck beruppå swaradhe Sophia Anders dotter emedan Magdalena medh godhe icke hadhe willat betala, wa hon för orsakat till at taga Pant ifrån he"
4,0076_0078," heller tilbaken appliceras. den 6 Nov: dömes emellan Paul Sackolainen och Carin Persdotter ßamt hr dotter Britha, doch köna Capislen ßam citeras iche till acsen appliceras."
5,0078_0080,"en och sampte Rådhmän Samma gången framträdde een Borgare Enckia Catha rina Peersdotter medh hennes dotter Brigitta, pro¬ rerandes, huru såsom hon iförgår hadhe hennes lijn w leggia medh strandhen i Watten,"
6,0078_0080,"her in i watten och illa slagin, säijandhes: Jagh will tigh tractera på Ryska. Efwen då wore hennes dotter Brigitta dher till kommen dhen at åthskyllia; då hadhe Påål Sawolain, dotteren me een står ståck öf"
7,0078_0080,". Efwen då wore hennes dotter Brigitta dher till kommen dhen at åthskyllia; då hadhe Påål Sawolain, dotteren me een står ståck öfuer Ryggen till bruun och blodh slagd heråpadhe sigh altså på een Borgare, Jö"
8,0078_0080,"å een Borgare, Jörren Månßon F:r litem på twenne Borgares hustror Nembl: Sis ning och Malin Michels dotter som hadhe seedh på samma Actum. Effter såsom Påål Sawolain icke tillstädz, blef Saa¬ ken ad proxima"
9,0079_0081,"mestar Caspar Gröön och samptlighe Rådhmän Då framträdde andra gången Carin Peersdotter medh hennes dotter Britta Contra Påul Sawolain, deras förrige klagomåhl repeterandes, stelte ochså för Rätten ett witt"
10,0080_0082,"otter hadhe tragit honom i håårett, så, at bådhe twå hadhe fallit i watten, der effter hadhe hennes dotter Brita, Suarandhe skiäldh för een Skelm, Tiuff och böfuelsmat hwar uppå Påul, henne medh een Ståck n"
11,0080_0082,"en och hwilcken af dee Parterne hadhe i för na shlagdt? Resp: Påul Sawolain, Men Quinnan Carin Peer dotter hadhe tragit honom i håårett, så, at bådhe twå hadhe fallit i watten, der effter hadhe hennes dotte"
12,0084_0086,"Simonßon Johan Månsson Matt Jatinen och Jacob Grelsson. Framkom Sifwo Jörrens hustru Christina Matz dotter, sigh beswärandhe öfwer een Ryss andre Jerssen poika, hwilken wälbeskänckter hadhe warit uthi henne"
13,0087_0089,"och för detta her warandhe Borgare Dito framkom Soldats Anders Mårtenßons hustru Walder Hinrichs dotter b:te sigh beswärandhe öfue een bondhe Mattz Hämmelain, at han skola wa henne på hennes Manss wägnar"
14,0090_0092,"rs långe, et skedde straff och hans handzskor /: Poickan war icke tillstoddes hustru Anna Hinriches doter, hwilken är å= klagarens hustruns Brors hustru, berättadhe, at denne Kello Johan skall effter brand"
15,0098_0100,"e Kall:t emedan befins att Smedens dotter uthi Spetzerij tillijka förståndt hafwer, och modren medh dottren böte effter det 3 Cap: i Kiöp M: Balk: 3 m:r för olaga handlingh. D. 4 Aprilis höltz ord Rådstugu "
16,0098_0100,"ns dhe afhende 6 Dr 20 öre K. M:t och dåtteren Mari betalar 20 öre Kall:t emedan befins att Smedens dotter uthi Spetzerij tillijka förståndt hafwer, och modren medh dottren böte effter det 3 Cap: i Kiöp M: "
17,0098_0100,"ßöhl eller tahre tunna uppslagit, och eij föräldrarne sin en upprichtigh menniskia till Anna gifwit dotteren Mari sielf tillstådht som in actis förmäles medh henne Carin till 20 penningas i handlingh warit,"
18,0098_0100,"assera wara. Sentens huruwähl hon Bryta Edhessdotter godhwilligen icke till ståår sigh medh Smedens dotter Catharina uthi någon handel warit lijkwist af alle omstendigheeter förnimma innan gon skeenligen, d"
19,0098_0100,ickan ölstoopet uthi Mölnaren? Spysööls tunna inslaget detta sade och Mölnarens hustru hafwa af sin dotter hördt passera wara. Sentens huruwähl hon Bryta Edhessdotter godhwilligen icke till ståår sigh medh 
20,0098_0100,"nningh hwilket i alles 20 denna belöper, mehra sadhe sigh der af eij weeta. Dhe berättade Mölnarens dotter Maria, att enär flickan Carin hade kiöpt Rossin öhl och annat det hade hon uthi hennes föräldrars h"
21,0098_0100,"mstendigheeter förnimma innan gon skeenligen, det hon både hafwer flickan spijssat, såsom af hennes dotter och egen berättelse tillstådt, sigh dhen tryck och öhl som eij hafwer förmåt uppdricka på hennes pi"
22,0098_0100,"h inte fast de wore ehn heel pångh full medh pgr så skulle iagh dhem war för digh bewara. Mölnarens dotter Marie, en innanstuxen pijga, förehåldes och berättade effter allwarligh förre afningh icke hafwa me"
23,0098_0100,"dan i åth skillige gånger och på åtskillige stellen bekom i alles 6 Dr 10 öre K. M. Sädan Mölnarens dotter Mari uthi 2 gånger 1 Dr 2 öre K. M. Mölnarens hustru swarade sigh här af icke det ringe stawerta, o"
24,0098_0100,"tina, Anefes af hennes 13 åhr gammal, det hon först hafwer gifwit åth Möln grans hustru Britaskalss dotter 10 dennigar och sådan i åth skillige gånger och på åtskillige stellen bekom i alles 6 Dr 10 öre K. "
25,0098_0100,"innanstuxen pijga, förehåldes och berättade effter allwarligh förre afningh icke hafwa medh Smedens dotter Carin hafft wijdare handlingh ähn för ett ähn föratt pahr tohlor bekommit 4 dhenningar for en pängh"
26,0098_0100," Mari, hwilken henne dher till håll effter denne sytning berettelsse intigerat hafwa, och berättade dotterren Christina, Anefes af hennes 13 åhr gammal, det hon först hafwer gifwit åth Möln grans hustru Bri"
27,0098_0100,"ingar hwar af hon 1 Dr igen bekommit hafwer bed dhem forder tid inbinaren Tuti Larß hans hustru och dotter Mari, hwilken henne dher till håll effter denne sytning berettelsse intigerat hafwa, och berättade "
28,0098_0100, Raßmus Anderßons hustru Christina wikman framtredde för Rätten och gaff tillkenna huruledes hennes dotter Chatrina för 14 dagar sedan skall hafwa de hennes kista tagit till 7 RDr uthi Rijoke Penningar hwar
29,0129_0131,"/. N:o 6 Dito Framkom frich Michelsson düster uppå sin fader wägnar, åkärandes på hinrich klåckares dotter Mar- gareta, att hon hafwer tagit för Jul ett faat ööl af hans fader Wäll:tt Michel düster att förs"
30,0134_0136,"skulle i Herrens från garn låtet bortföra 3 Permes höö, och en Permes halm, Swaranden Maria Clemetz dotter läger sigh intet mehr hafwa taget ähn 6 kärfwar halm och gifwit till sin mågh Johan Pällin, och någ"
