,file,context
0,0019_0019,"det in tet rördt el:r optagit. Eskell Thomason förebahr att han skall een Påst Toback i höstas från Nyenshantz fördt, hwilken han så på desse orter som i Ryslandh för yttrat och uthi andre wa- ror förwändt"
1,0020_0020,"omson kunnat Heiskain binda, till det han honom månde beskylla, att han olåfligh Toback skall ifrån Nyenshantz fördt och förhandlat, Men för sitt bedrefne landzkööp haf:r han om förskoningh och tillgifft d"
2,0033_0033," att han af oförståndh här tillkommen ähr, som och då dhe Borgare /: hwilka medh Eskelß förlåf från Nyenshantz Tobak kiöpt och här försåldt :/ förreträdt och Jämwähl bodo Rätten som och Inspectoren det der"
3,0057_0057,"böhr säger domare Reglan Dhe 12 tunnor tiära Peter Pesu tillhörige, som Oloff Afwinen förregifwer i Nyen för 6 D:r tunnan såldt, dömmes han medh 6 D:r  8 öre koppar hwar tunna att betahla, som då i Nyien "
4,0060_0061,"z Juanen kom för Rätta och anklagadhe Staffan Klimpo, att han haffwer wedh Ingris Åå 2 ½ Mijhl från Nyenskandtz der han medh sin fahrkåst in fräst då dhe från Stockholm kommo, denne höst Kiöpt  aff hans So"
5,0069_0070," dett och skeer derföre att han Ryttken åligger twinga sin Swä- ger bettahla dett han handelssman i Nyen H:r Pether Slyther skylldig ähr, och Ryttken före Caverat, som han och nu der öfwer högeligen klaga"
6,0070_0071,"lius Effter Sluthen Rächning emellan Henrich Käkoin och Johan Nuppoin om dhe saker som Käkoin ifrån Nyen åth honom hemptat befans Käkoins Credit Uthi 37 D:r 28 /: öre Km:t och dess Debet 36 D:r, ty bleff "
7,0070_0071,"hemkompst sådant dem efftergifwa wille. Alldenstundh Påhl Rytken obligeres effter Borg- mästarens i Nyen Högachtacd H:r Gällsteens på- lägning, redhan denne Michaelj tijdh, betahla till handelssman H:r Pe"
8,0073_0074,"rne handlat straffas skulle, Käcköin bewijste sig den tijdh detta skedde intet hemma warit, uthan i Nyenskandtz medh sin handhell, men hans hustru måste tillstå sigh 3 ½ Cappa aff desse Tiufwar á 6 /: öre "
9,0091_0092,"ahl. Rådman Jören Pussa gifwit honom hästen i Arrest, till dess Kägräins Son betaltt H:n Schlyter i Nyen, det denne Halloin förre Caverat, detta hans föregifwande synes lamdt wara, och kan intet släppa ho"
10,0091_0092,"till Safwolax och i lego tillsagdt 2 D:r Kopp:r hwar igenom hon mendt honom (som förleden Sommars i Nyen någre peningar hoos handelssman H: Peter Schlyter Caverat till dess Son) göra någon Wenskap, men se"
11,0097_0098,"nhningh och sluuth emellan Isack Mackoin och Matz Mickoin, angående den Caution Mackoin för honom i Nyen gådt redan 1680, blef Mackoin skyldigh 9 D:r 24 /: Koppar den han dömbdes strax att betahla. Sammal"
12,0099_0100,"för 2:ne åhr sedan, då dhe i ett säll- skap medh Mackoin på denne Taskins fadher Anders Låidia till Nyen reest, ähr deras Tiära een deel uth rummen på Skuthebåtten, den alt effter uthlastningen denne Hinr"
13,0100_0101,"e dhe igen hans giäldh som dhe sielfwe Caverat före af 40 D:r Koppar warit betalt åth handelssman i Nyen H: Peter Schlyter, så kan det intet öfwer- skiuta, doch skulle Jacob Jeremesson med sin Rech- ningh"
14,0106_0107,"ådmannen. Martinus Canutij, Påhl Warroin, Johan Mutka, Jacob Thomasson, Jöran Wallius. Handelsman i Nyen H: Hans Pöllkins kiöp swän Berendt Höffnär begiärte hans huussbonde måtte förhielpas till sin betal"
15,0108_0109,". Rätten pröfwer skiäligit wara att gifwa Ondruska Iwanof Kuchnoin Dilation till få Extract sökia i Nyens Licent Cammar uthaf den TullRulla denne Stadz borgare förleden sommars ingifwit på deras waror, då "
16,0110_0111,"embnat dhe 6 stycken Båckskin han för 2ne åhr sedan tagit och låfwat befordra till Sämisk makaren i Nyen, dem Martinus nu intet igen fåå kan, hwilken Pullkinen bekände att han ungefehr 3 eller 4 dagar för"
17,0110_0111,"edh Anders Nefwoin om fracht till 14 Tn:r Tiära, Nefwoin låfwat 109. låfwat i sin lådia intaga till Nyen, och dett nu icke effterkomma will, dömbdes han att fullgiöra helst effter Peter Simbain sin Edh af"
18,0110_0111,"ahla till Ondruska, och sedan sökia hans fader om sin giäldh. Förkallades (förmedelst handelssman i Nyen H: Diderich Bloms skrifwelsse af sidstleden d: 22 Martij med någre der hoos Alligerade Rächningar o"
19,0111_0112,"n intet sitt ordh hölte och hans halfwa dehl bårtkiöpte, som han lofwade, och förhindrade Kiöpman i Nyen Hinrich Luur från handelen han medh denne Pamphillia uthj stodh om Lådian och 230 D:r Koppar för ha"
20,0111_0112,"nrich Taskin som jemwäl skall Anders War- roin uthur Arresten uth Caverat, forderlig af- reesa till Nyen, der sedan mehra bemt:e Kiöp- man H: Blom till swars stånda och hwar och een för sigh redo giöra. A"
21,0112_0113,"lt Peter Pesu hafft i hans lådia från Nyen, giörs af intet wärde, alldenstundh dhem redan Emellan i Nyen afftalt warit, att han ingen fracht taga skolle, då Pesu sit salt på annan låddia läggia welat, uth"
22,0112_0113,"a. Ondruska Ifwanofz fordran Nemb:l fracht för någre tunnor Salt Peter Pesu hafft i hans lådia från Nyen, giörs af intet wärde, alldenstundh dhem redan Emellan i Nyen afftalt warit, att han ingen fracht t"
23,0113_0114,"ka Ifwanoff som för honom 1800 hwetiestenar tagit emot på lådian dhe tillsammans äga, att föra till Nyen, hwar wedh dhe förordh warit, att Ondruska dem der ingalunda sällia skolle, utan på någon skutha se"
24,0113_0114,"lle, utan på någon skutha senda dem till Stockholm eller der ingen lägenheet gofwes, opläggia dem i Nyen, heller och hempta på lådian tillbakas, att desse förordh warit, tillstår och Ondruska sielf, men s"
25,0113_0114," sigh i fyllan sådant intet betrachtat, uthan desse hwetiestenar såldt till Ryssen Ifwan Puckello i Nyen, hwilken dem till Stockhom fördt att sällias, hadhe allenast för hwart hundrade be- kommit 2 ½ D:r "
26,0113_0114,"en 25 D:r, oachtat till effter- fråga qvittans af Commendanten, Men sedan desse Pesuses kommit till Nyen, hafwer handelssman H: Hans Pölkin bewijst sigh på deras wägnar lefwerat lådie fracht 20 D:r som ha"
27,0115_0116,"dt, och sökia Rautia sin fångzman den han kettelen afkiöpt. Peter Melloin som effter handelssmans i Nyen H:r Hans Pölckins Rächningh är bunden skaffa Anders Pullis Enkia 40 D:r 29 / öre Koppar, för någon "
28,0123_0124,"hre Martinus Canutij, Påhl Warroin, Jacob Thomsson, Jören Wallius Företogz den ifrån Krigz Rätten i Nyen hållen hith remitterat Ransak- ningh af Dato den 26 Nouemb 1683, Angåendhe något Kruuth som Artolle"
29,0123_0124,"lsse handtlangaren Matz Luckas här om redan giordt, Blef Borgaren Anders Taskin (hwilken åhrligen i Nyen medh sin handell wistes och här före, hålles misstenkter) fram- kallat, och honom Eden afftagin, at"
30,0123_0124,":o 1677 enähr han medh andre Borgare så här ifrån Staden som från Kexholm, En tijdh om Som- maren i Nyen legat, och framreesan åth Stockholm dhem för- wägrat war, förmedelst fruchtan för fientlige Capare "
31,0125_0126,"s. Ransakninghen om kruth handeln som någre denne Stadz Borgare förmehna giordt medh Chergeianten i Nyen Johan Kim, och sidstledhen den 12 Januarij här förre war, antogz sedan någre senast opnämbde Borgar"
32,0132_0133,"wthan och sedan till Nyen styrdt 6 D:r Koppar, Men här till eij än betalt, ty dömmes intressenterne i Lådian Mackoin och Jufo"
33,0133_0134,"Saikoin siölf tillståår att Jacob Afwinen för 2 åhr sedan uthi des lådia inlagdt 7 Tunnor Tiära åth Nyen at föra och lefwera till Köpman H:r Hendrich Luur, på 4 Tunnor haar Afwines Märka warit, men 3ne so"
34,0134_0135,"gh tillsinnes ähr, Men Pesus Tiära böhr Wallius framför andras Emodt fracht á 16 öre för tunnan åth Nyen intaga, sedan Pesu ingenständs om skuthe rum sigh förledt, efter han menthe sigh blifua wedh handel"
35,0134_0135,"rum sigh förledt, efter han menthe sigh blifua wedh handelen om lådian, ähr och der till skyldigh i Nyen, och tän- ker igenom det litet Tiära han äger förnöija sin Creditorer, så mycket han åstadh komma k"
36,0134_0135,"h Juoins lådia wedh Nötteborgh på grundh låp, och Pullkin lådian der ifrån af halp sampt sedan till Nyen styrde. Företogz Handelsmannens i Nyen H:r Didrich Bloms Rächningar, dhem Mons: Bruun Olofsson wara"
37,0134_0135,"h låp, och Pullkin lådian der ifrån af halp sampt sedan till Nyen styrde. Företogz Handelsmannens i Nyen H:r Didrich Bloms Rächningar, dhem Mons: Bruun Olofsson warande Blomens fullmächtigh uthi Rätten In"
38,0134_0135,"ndre Caverat, här oppå befinnes 1683 den 7 Maij redan af denne Rätt Resolverat wara, att Littunen i Nyen medh Blomen sigh till Liquidation inställa skolle, det han eij sedermhra omsköth, uthan lämbnat det"
39,0135_0136,"hafwa och den gångh 2ne denne Stadz och 3die berörde Kexholms lådia uthi Ett föllie warit alt ifrån Nyen till Stock- holms strandh, och som på Kiexholmske lådian warit i föllie något he- derligit folk, så"
40,0135_0136,"öghbemt:e Sahl:g Grefue Baner läth fängsla Taskin medh Klimpos Sönner uthan Enähr desse kommit till Nyen, han då medh sin 134. sin lådia långdt förr afreester hemåth war, och altså eij wettat der uthaf, f"
41,0135_0136,"åhr det warit, uthan Jämwäll säger det för skedt än 1669 Eller då Sahl General Gouverneuren Baner i Nyen war, Mutka bewijste eij sigh den gång warit i Nyien då höghbemt:e Sahl:g Grefue Baner läth fängsla "
