,file,context
0,0296_0298,"e= ras för sörb:te orsaker skulld. beroopade sig Eskill wijdare opå ett wittne Jöran Juwoinen ifrån Reisele Sochn, som och skulle weta i denne saaken att betyga och woro nu intet tillstädes. Tillstodh sig äh"
1,0708_0711,"n sagdt att det omöijeligen kan skee effter hon för Forsman skull kom ifrån Kyrckioherdens tienst i Reiselä hon haar och då lofwat skrifwa medh Förrijdaren modren till och så frampt det eij skulle hielpa, så"
2,0718_0721,". punct Sub Litt. L. är uti sigh sielf klar att kunningas by hwilcken 2. Myhl här ifrå belägen är i Reiselä Hrr ett absolutum beneficium Regale för Kyrckioherdarne, så kunna ey Borgerskapen derförd för någon"
3,0857_0860,. A.o 1696. den 21 Nov. höltzordin Rådstugudagh Närwarande Wahnl: Borgmestare och Rådh. Bonden ifrå Reiselä Sn och Warpelaby Påwel Osa före¬ rogh Rätten medh klagan att han hwarstinnemis weka nist uti contan
4,0908_0911,"ll Ryssen Andruska p skall wara fallen och opwuxen en gammal myhl. härifrån hoos berörde Karpinen i Räisälä Sochn och Suickalax by, hwilken hest, i förstone, dhe sade wara försåldt af Karpinen till Petter Pi"
5,0911_0914,"ch sedan försåldt till Ryssen Andru¬ ska, som färdel. är den samma, som hoos Bonden Matz Karpinen i Räisälä Sochn och Suickalax by är fal- len och orwuxen, seijandes der hoos Henrich Heino, sig grant minnas "
6,0921_0924," och några in- wåhnare här i Staden, hwilka olåfwandes fällt och bortfördt een looper Ståckar uthaf Räisälä ägor, för- ordnes af Rätten Rådhman Mattz göök och Anders Pirhonen att uthaf dhe i doomen uthnämbde"
7,0959_0962,"g arrter tiåck och låglänt, och kunde wähl känna igen, dher han finge see henne. Nämbdemannen ifrån Räisälä Sochn, Jöran Sigfredson Påski ben:dh framkom, som effter h:r Arendatorens anmodan af h:r häradzhöfd"
8,0962_0965,"236: Julij. A:o 1699: som warit emellan Staden och Räisälä, utj några åhr legat kunde; Och Bållijn nu mehra ährnar igen bringa till sitt fulla bruuk; Men såss"
9,0964_0967,"ia, af för detta BefallningzMennen Sahl. Dideris Böismans Breef till Kyrkioheerdarne i dito- la och Räisälä församblingar, Dat: Karlax d: 26: Aprill sidstl:e åhr; hwar uti honom icke allenast gifwes gott låf"
