,file,context
0,0007_0007,"adhe Rätten hurulunda han i gåår här i Stadhen till *) Anders Taskin skall hafwa försåldt 18 Capp:r Rågh och skall igenom måhlet kommit till korta 8 Capp:r, Emedhan han 26 Capp:r hemma medh sigh mät i Säc"
1,0007_0007,"an framkom bekändhe Tillikain, wedh Tillfrågan att dhet dhen welika Waar, som Taskin medh att honom Rågh emoot togh, Bleff altså uthaff Rätten förordnadhe Rådmännen Påhl Warroin och Johan Puckello, att dh"
2,0007_0007," Otta dhet Taskins skall större warit, tillfrågadhes Tillikain om Tasckin sålunda mätt, då han hans Rågh kiöpte, swaradhe han Taskinen måtte äfwen som Rådmännen nu mätit, och att Rådmänen nu rätteligen mä"
3,0007_0007," ty till- stodh Tillikain, att intet förordh war, uthan han Cappe- tahlss och 5 öre kopp för Cappan Rågen såldt, dhet Taskin och tillståår, men sadhe Taskin, på dhet snarare kundhe mätit blifwa, måtte ha"
4,0008_0008,"sigh ingen orätt giordt denne Tillikain, frågades om ingen dher hoos hwar då Tillijkain Rågen såldhe och mätte, Tillikain swaradhe een bondhe ifrån Pelgejerfwi benämdh Johan Sui¬ kan såldhe o"
5,0008_0008,"a Råd- studagen, uthan i förgårs hemreest, än frågadhes Tillikain om han något till Taskin sagdt då Rågen mättes om Måhlet, swaradhe han, att intet onödt Ordh dhem då E- mellan war, uthan Tillikain penni"
6,0009_0009,"nom Stadhen till Wijborgh medh waror reesefärdigh ähr, swaradhe Kockain sigh i gåår bu- dit ½ tunna Rågh i betahlningh, då sadhe Pullkin att när iagh i gåår gick och tänckte sökia Arrest oppå hans häst oc"
7,0015_0015,"ock- holm denne Sommar skall honom till korta giordt, då Ryttken medh Pullkin tilllicka skall hafwa Rågh såldt, och Penningar Emodt tagit ophäfwes, effter Pullkin då strax intet Pennin- garne räcknadt, ei"
8,0021_0021,"n Ny lådie- warpa aff hampa, otiärat till 90 famnar, så och 40 fam- nar Bastreep, Men Malt Salt och Rågh, hwadh litet war, bårt kom alldeles, En Harskins fäll bleff på Hållman Något"
9,0023_0023,"dhan han redan förledhen Sommars då Pukello i Stockholm wår, till Pukellos hustru ländt een tun- na Rågh, och 3 3/4 D:r Kopp:r, då tillstodh Pukello, och badh det Tasckin hans fattigdoom skulle anser och "
10,0023_0023,"ommar kommer till Stockholm, då wille Puckello honom effter dhen tijdh warandhe Marckgångh betahla, Rågen som och dhe 3 3/4 D:r kopp:r, ty leth Taskin sigh här medh nöia; allenast Pukello sin låfwen full"
11,0024_0024,"r ländt 15 D:r 22 öre Kopp:r sin skatt medh att betahla, der Emodt låflat Poutia 3 tunnor 28 Cappor Rågh, som och redan 1 1/2 tunna betahlt begiärandes Ryttken komma till resten, då sadhe Poutia sigh utha"
